0,1,2,3,4,5,6,7,8
-2.159717,2.417678,-1.0917722,-0.3139411,5.643297,5.3510237,-0.28074288,-1.1963243,0.8539977
-4.487138,2.5085115,-0.4153096,-1.2726208,6.5194774,5.711041,-0.19147205,-2.3234563,1.3773401
-1.490453,3.2316108,1.135558,0.25105214,2.9225695,1.4082875,0.5914453,0.3369211,1.4201174
-5.021216,5.804464,-0.79218537,-1.9672457,4.6955194,7.0666647,0.55536056,-0.27428088,2.358626
-1.7557728,2.869304,-1.7285703,-0.0917016,4.8655853,4.7948284,0.24535659,0.06117341,2.195668
0.45703208,3.9076092,-0.35332972,2.3349993,4.691861,2.8669472,0.037856065,-5.742215,0.04139734
-2.6130934,4.343626,-0.34560913,-0.15837577,5.3492575,3.0785778,-1.1486495,-2.0091522,1.5581782
-1.3180313,1.7518706,-1.5250759,-0.32774216,5.2559633,4.0893726,-0.13510877,-0.64047235,2.9961414
1.695684,2.5379946,-1.9949673,3.214615,4.3414583,3.3811495,1.1511513,-3.2025678,0.4103228
-3.615334,4.4266515,-0.7298178,-1.5430186,5.3000307,5.5665956,-0.23828039,-0.5228036,2.8434646
